airline,origin,destination,distance_km,month,day_of_week,dep_hour,weather_score,is_holiday_season,delayed,delay_minutes,passengers_booked,seat_capacity,demand_ratio,price_aed
Turkish Airlines,DXB,CDG,5200,9,Sun,13,3.69,False,0,0,230,350,0.658,2699.34
British Airways,DXB,SYD,12000,8,Tue,23,4.92,False,0,0,289,350,0.828,4256.42
Emirates,DXB,BKK,4900,11,Wed,16,5.51,False,0,0,277,350,0.792,2924.58
Qatar Airways,DXB,JFK,11000,2,Wed,5,2.5,False,0,0,267,350,0.763,3900.92
Singapore Airlines,DXB,SYD,12000,6,Sun,3,7.42,True,0,0,325,350,0.929,4548.34
Emirates,DXB,NRT,7900,10,Sat,9,8.32,False,0,0,334,350,0.956,3836.11
Qatar Airways,DXB,FRA,4800,4,Thu,16,8.2,False,0,0,233,350,0.666,2652.66
Etihad,DXB,NRT,7900,2,Mon,9,4.82,False,0,0,265,350,0.757,3361.07
Emirates,DXB,LHR,5500,11,Mon,6,2.07,False,0,0,182,350,0.522,2462.02
Emirates,DXB,SYD,12000,11,Fri,10,6.33,False,0,0,293,350,0.838,4284.85
Turkish Airlines,DXB,BOM,1900,9,Sun,9,5.34,False,0,0,250,350,0.716,2277.94
British Airways,DXB,BKK,4900,10,Sat,17,7.12,False,0,0,164,350,0.47,2270.91
British Airways,DXB,SIN,5900,3,Wed,15,6.55,False,1,38,138,350,0.396,2246.97
Emirates,DXB,LHR,5500,10,Thu,11,6.92,False,0,0,211,350,0.605,2634.64
Emirates,DXB,JNB,6400,1,Tue,2,4.41,True,1,31,300,350,0.859,3331.3
Etihad,DXB,BOM,1900,1,Fri,18,3.34,True,0,0,323,350,0.925,2626.81
British Airways,DXB,JNB,6400,11,Mon,13,7.8,False,0,0,243,350,0.694,2968.26
Emirates,DXB,BKK,4900,9,Mon,12,3.5,False,0,0,195,350,0.558,2449.33
Emirates,DXB,JFK,11000,1,Fri,6,6.4,True,0,0,344,350,0.986,4514.09
Emirates,DXB,FRA,4800,2,Fri,6,4.58,False,0,0,240,350,0.688,2696.94
Singapore Airlines,DXB,JNB,6400,2,Mon,8,5.37,False,0,0,227,350,0.649,2867.46
Qatar Airways,DXB,NRT,7900,1,Wed,15,7.7,True,1,37,350,350,1.0,3940.2
Qatar Airways,DXB,BKK,4900,3,Mon,12,5.49,False,0,0,230,350,0.659,2654.13
Etihad,DXB,LHR,5500,4,Thu,9,6.8,False,0,0,234,350,0.671,2773.5
Etihad,DXB,SYD,12000,4,Thu,1,6.78,False,0,0,200,350,0.574,3524.37
Emirates,DXB,FRA,4800,2,Thu,19,3.68,False,1,28,253,350,0.724,2769.13
Emirates,DXB,CDG,5200,11,Wed,9,7.43,False,0,0,210,350,0.602,2584.13
Singapore Airlines,DXB,SYD,12000,4,Sat,16,7.91,False,0,0,348,350,0.995,4737.94
Emirates,DXB,NRT,7900,5,Fri,3,4.55,False,0,0,239,350,0.683,3183.03
Qatar Airways,DXB,NRT,7900,11,Wed,22,6.23,False,1,24,218,350,0.625,3045.22
Singapore Airlines,DXB,JNB,6400,5,Mon,14,4.28,False,0,0,260,350,0.743,3076.56
British Airways,DXB,FRA,4800,12,Tue,4,5.35,True,0,0,264,350,0.756,2834.27
Emirates,DXB,BOM,1900,2,Mon,6,4.94,False,0,0,280,350,0.802,2421.2
Etihad,DXB,NRT,7900,11,Sun,20,6.2,False,0,0,296,350,0.846,3573.01
Emirates,DXB,BKK,4900,2,Thu,19,7.02,False,0,0,288,350,0.823,2987.04
Qatar Airways,DXB,BOM,1900,9,Mon,4,3.27,False,1,114,197,350,0.563,2023.44
Etihad,DXB,JNB,6400,10,Wed,15,5.44,False,1,19,197,350,0.563,2678.45
Emirates,DXB,CDG,5200,8,Sun,11,5.98,False,1,82,272,350,0.78,2951.09
Emirates,DXB,SIN,5900,7,Fri,10,5.45,True,1,39,277,350,0.793,3099.09
British Airways,DXB,SIN,5900,2,Mon,1,5.34,False,0,0,166,350,0.477,2420.72
Singapore Airlines,DXB,BKK,4900,9,Mon,12,4.04,False,0,0,261,350,0.748,2836.15
Etihad,DXB,CDG,5200,9,Sun,4,6.23,False,0,0,190,350,0.545,2466.52
Emirates,DXB,BKK,4900,7,Thu,16,4.02,True,0,0,265,350,0.758,2855.75
Emirates,DXB,FRA,4800,7,Thu,18,5.65,True,0,0,303,350,0.866,3055.96
Emirates,DXB,JFK,11000,7,Sat,17,4.89,True,0,0,295,350,0.845,4126.25
Emirates,DXB,JFK,11000,9,Sun,23,4.32,False,0,0,269,350,0.771,3922.55
Etihad,DXB,SYD,12000,4,Sat,12,5.49,False,0,0,282,350,0.808,4197.87
Emirates,DXB,FRA,4800,6,Tue,5,4.07,True,0,0,290,350,0.829,2981.73
Emirates,DXB,CDG,5200,12,Tue,15,2.59,True,1,29,300,350,0.86,3116.01
British Airways,DXB,JFK,11000,8,Tue,0,4.5,False,0,0,155,350,0.443,3017.49
Emirates,DXB,JFK,11000,10,Thu,7,6.96,False,0,0,280,350,0.8,4002.84
Singapore Airlines,DXB,JNB,6400,7,Sun,23,2.33,True,1,23,350,350,1.0,3643.2
Emirates,DXB,FRA,4800,10,Wed,9,7.69,False,0,0,259,350,0.743,2807.56
Qatar Airways,DXB,FRA,4800,1,Sun,12,5.7,True,0,0,350,350,1.0,3326.4
Turkish Airlines,DXB,BKK,4900,12,Thu,3,4.98,True,0,0,332,350,0.949,3242.98
Etihad,DXB,FRA,4800,12,Tue,11,6.6,True,0,0,292,350,0.835,2994.72
Emirates,DXB,CDG,5200,8,Mon,3,2.34,False,0,0,162,350,0.464,2300.3
Emirates,DXB,LHR,5500,12,Mon,6,3.89,True,0,0,268,350,0.769,2978.99
Emirates,DXB,BOM,1900,8,Mon,16,5.54,False,0,0,245,350,0.702,2254.33
Singapore Airlines,DXB,CDG,5200,5,Fri,21,5.31,False,0,0,246,350,0.703,2793.16
Emirates,DXB,BOM,1900,4,Tue,19,5.16,False,1,39,180,350,0.514,1942.27
Qatar Airways,DXB,NRT,7900,4,Thu,0,6.75,False,0,0,202,350,0.579,2935.92
British Airways,DXB,CDG,5200,4,Sat,20,7.08,False,0,0,215,350,0.616,2612.08
Emirates,DXB,BKK,4900,1,Wed,20,4.65,True,0,0,285,350,0.814,2969.64
Emirates,DXB,FRA,4800,3,Sat,12,9.25,False,1,32,262,350,0.751,2824.93
Emirates,DXB,BOM,1900,3,Thu,23,7.41,False,0,0,252,350,0.721,2287.34
Emirates,DXB,JFK,11000,3,Thu,15,6.93,False,0,0,285,350,0.816,4047.34
Emirates,DXB,FRA,4800,4,Sat,2,7.1,False,0,0,150,350,0.43,2177.29
British Airways,DXB,JFK,11000,7,Sun,3,3.76,True,1,139,350,350,1.0,4554.0
Emirates,DXB,NRT,7900,2,Sat,3,4.54,False,0,0,261,350,0.748,3338.02
British Airways,DXB,NRT,7900,11,Fri,3,7.54,False,0,0,256,350,0.734,3305.37
Etihad,DXB,FRA,4800,3,Sat,12,8.11,False,0,0,314,350,0.9,3124.4
Emirates,DXB,SYD,12000,12,Thu,3,4.54,True,0,0,347,350,0.992,4729.67
Emirates,DXB,BOM,1900,9,Tue,2,8.2,False,0,0,206,350,0.591,2070.66
Qatar Airways,DXB,CDG,5200,9,Fri,16,3.17,False,0,0,287,350,0.822,3039.0
Emirates,DXB,SIN,5900,2,Mon,3,3.63,False,0,0,244,350,0.697,2894.21
Emirates,DXB,SIN,5900,9,Sat,2,3.23,False,0,0,155,350,0.443,2348.61
Turkish Airlines,DXB,JNB,6400,12,Sat,13,5.44,True,0,0,313,350,0.894,3410.22
Singapore Airlines,DXB,JNB,6400,2,Sun,5,7.0,False,0,0,241,350,0.689,2957.54
Qatar Airways,DXB,CDG,5200,6,Mon,7,8.53,True,1,132,312,350,0.894,3186.31
British Airways,DXB,SIN,5900,9,Thu,12,5.66,False,0,0,273,350,0.781,3072.9
British Airways,DXB,BKK,4900,7,Mon,23,4.3,True,1,49,350,350,1.0,3346.2
Singapore Airlines,DXB,JNB,6400,1,Sun,11,8.25,True,0,0,350,350,1.0,3643.2
Turkish Airlines,DXB,CDG,5200,4,Wed,1,8.34,False,0,0,239,350,0.684,2753.65
Singapore Airlines,DXB,JNB,6400,1,Thu,15,6.69,True,0,0,277,350,0.792,3184.43
British Airways,DXB,CDG,5200,2,Fri,14,4.98,False,0,0,253,350,0.726,2839.39
Emirates,DXB,SIN,5900,8,Thu,13,3.98,False,0,0,232,350,0.664,2823.17
Emirates,DXB,JNB,6400,9,Fri,7,2.45,False,0,0,261,350,0.748,3086.52
Etihad,DXB,FRA,4800,6,Thu,11,6.11,True,0,0,204,350,0.585,2490.03
Qatar Airways,DXB,SYD,12000,8,Sun,19,5.8,False,1,122,333,350,0.953,4615.74
Qatar Airways,DXB,FRA,4800,7,Sat,10,4.79,True,0,0,344,350,0.985,3296.87
British Airways,DXB,BOM,1900,4,Tue,1,6.72,False,0,0,184,350,0.528,1964.86
Singapore Airlines,DXB,FRA,4800,1,Sun,16,4.71,True,0,0,350,350,1.0,3326.4
Emirates,DXB,SYD,12000,11,Thu,10,7.24,False,0,0,195,350,0.558,3478.79
Qatar Airways,DXB,FRA,4800,5,Fri,20,6.26,False,0,0,266,350,0.761,2844.63
Emirates,DXB,CDG,5200,12,Wed,16,2.31,True,1,38,319,350,0.914,3227.35
Emirates,DXB,SYD,12000,6,Mon,20,2.8,True,1,118,350,350,1.0,4752.0
Etihad,DXB,JNB,6400,7,Sat,7,5.99,True,0,0,244,350,0.698,2977.09
Turkish Airlines,DXB,NRT,7900,9,Thu,16,7.15,False,0,0,256,350,0.733,3303.26
Singapore Airlines,DXB,LHR,5500,12,Tue,10,5.71,True,0,0,292,350,0.835,3119.06
Emirates,DXB,LHR,5500,2,Wed,13,5.33,False,1,34,265,350,0.76,2960.57
British Airways,DXB,JNB,6400,10,Sun,12,6.25,False,1,17,239,350,0.683,2943.67
Etihad,DXB,SYD,12000,1,Fri,12,6.06,True,1,37,350,350,1.0,4752.0
Qatar Airways,DXB,JFK,11000,6,Sun,0,4.88,True,0,0,291,350,0.832,4089.16
Singapore Airlines,DXB,FRA,4800,4,Mon,1,3.99,False,0,0,200,350,0.571,2462.5
Emirates,DXB,SIN,5900,12,Thu,6,7.1,True,0,0,247,350,0.707,2914.15
Turkish Airlines,DXB,SIN,5900,12,Fri,6,4.28,True,1,98,339,350,0.971,3481.78
British Airways,DXB,JFK,11000,6,Tue,8,4.48,True,0,0,331,350,0.946,4405.22
Emirates,DXB,BOM,1900,6,Thu,14,4.27,True,1,49,287,350,0.823,2456.16
Qatar Airways,DXB,LHR,5500,8,Fri,15,6.42,False,0,0,310,350,0.888,3229.68
Etihad,DXB,BOM,1900,5,Wed,3,3.66,False,0,0,178,350,0.511,1936.48
Singapore Airlines,DXB,JNB,6400,2,Tue,5,6.11,False,0,0,142,350,0.406,2332.12
British Airways,DXB,JNB,6400,10,Sun,23,9.92,False,0,0,258,350,0.738,3065.55
Qatar Airways,DXB,BOM,1900,12,Tue,8,5.66,True,0,0,319,350,0.913,2606.73
Turkish Airlines,DXB,JNB,6400,7,Wed,3,4.59,True,0,0,240,350,0.687,2951.44
Qatar Airways,DXB,BOM,1900,11,Tue,6,9.33,False,0,0,259,350,0.74,2318.8
Singapore Airlines,DXB,JFK,11000,12,Sun,20,5.88,True,0,0,341,350,0.977,4489.7
Emirates,DXB,JFK,11000,8,Sun,10,5.24,False,0,0,273,350,0.78,3947.22
Emirates,DXB,JNB,6400,7,Fri,20,5.59,True,0,0,345,350,0.988,3617.39
Emirates,DXB,JFK,11000,2,Fri,13,4.39,False,0,0,274,350,0.784,3958.61
Qatar Airways,DXB,LHR,5500,8,Wed,11,4.86,False,0,0,248,350,0.71,2856.62
Emirates,DXB,JFK,11000,6,Tue,16,6.47,True,0,0,350,350,1.0,4554.0
Emirates,DXB,FRA,4800,7,Wed,0,6.57,True,0,0,302,350,0.866,3055.56
Singapore Airlines,DXB,SYD,12000,1,Wed,17,7.41,True,0,0,288,350,0.823,4242.07
Emirates,DXB,CDG,5200,12,Sun,15,5.37,True,0,0,306,350,0.875,3147.41
British Airways,DXB,FRA,4800,12,Thu,5,5.98,True,0,0,350,350,1.0,3326.4
Emirates,DXB,CDG,5200,6,Mon,17,7.52,True,1,43,350,350,1.0,3405.6
Emirates,DXB,SIN,5900,10,Sat,11,6.55,False,0,0,253,350,0.723,2950.21
Qatar Airways,DXB,BKK,4900,11,Fri,7,7.55,False,0,0,226,350,0.647,2630.37
Emirates,DXB,JNB,6400,5,Tue,21,4.65,False,0,0,201,350,0.576,2707.01
Qatar Airways,DXB,BKK,4900,1,Sat,0,3.2,True,0,0,350,350,1.0,3346.2
Turkish Airlines,DXB,FRA,4800,10,Wed,15,8.65,False,1,26,207,350,0.594,2507.61
Emirates,DXB,NRT,7900,1,Fri,12,1.9,True,0,0,323,350,0.923,3756.6
Etihad,DXB,BOM,1900,9,Wed,11,8.17,False,0,0,209,350,0.598,2082.44
Qatar Airways,DXB,LHR,5500,12,Fri,2,7.26,True,0,0,332,350,0.951,3361.29
Etihad,DXB,JFK,11000,2,Thu,10,5.9,False,0,0,172,350,0.494,3156.86
Emirates,DXB,JFK,11000,6,Fri,17,5.38,True,0,0,338,350,0.968,4465.68
Qatar Airways,DXB,JNB,6400,9,Wed,7,3.24,False,0,0,221,350,0.633,2831.95
Emirates,DXB,NRT,7900,12,Sun,16,6.83,True,0,0,350,350,1.0,3940.2
Qatar Airways,DXB,NRT,7900,7,Sat,2,5.77,True,0,0,244,350,0.699,3222.06
Etihad,DXB,JFK,11000,1,Wed,4,3.71,True,0,0,299,350,0.855,4153.77
Emirates,DXB,SYD,12000,5,Sun,11,6.47,False,0,0,245,350,0.702,3893.03
Singapore Airlines,DXB,BKK,4900,11,Tue,8,4.96,False,0,0,229,350,0.655,2646.62
Singapore Airlines,DXB,SIN,5900,9,Thu,13,5.27,False,0,0,234,350,0.671,2836.57
Etihad,DXB,FRA,4800,3,Wed,20,7.79,False,0,0,186,350,0.532,2383.62
Singapore Airlines,DXB,NRT,7900,2,Thu,21,6.62,False,0,0,200,350,0.572,2918.9
Emirates,DXB,JNB,6400,8,Tue,5,4.84,False,0,0,236,350,0.675,2925.13
Emirates,DXB,JFK,11000,7,Mon,2,3.45,True,1,39,293,350,0.84,4111.13
Emirates,DXB,LHR,5500,5,Wed,7,4.86,False,0,0,279,350,0.799,3042.05
Turkish Airlines,DXB,JNB,6400,9,Sat,11,8.3,False,0,0,269,350,0.771,3138.02
Etihad,DXB,FRA,4800,10,Sun,11,4.2,False,1,19,254,350,0.726,2774.87
Etihad,DXB,BKK,4900,9,Wed,19,3.84,False,0,0,299,350,0.857,3055.51
Qatar Airways,DXB,NRT,7900,1,Thu,7,3.81,True,0,0,266,350,0.762,3372.37
Singapore Airlines,DXB,BKK,4900,7,Sat,11,4.67,True,0,0,333,350,0.952,3248.14
Emirates,DXB,JFK,11000,11,Sat,6,7.16,False,0,0,341,350,0.975,4483.76
Emirates,DXB,JNB,6400,4,Thu,23,5.97,False,0,0,187,350,0.535,2617.12
British Airways,DXB,SYD,12000,8,Mon,8,3.7,False,0,0,213,350,0.609,3625.59
Emirates,DXB,SYD,12000,2,Mon,1,7.37,False,0,0,215,350,0.616,3645.89
Emirates,DXB,LHR,5500,12,Tue,23,2.69,True,0,0,277,350,0.794,3032.34
Etihad,DXB,LHR,5500,8,Tue,17,6.22,False,0,0,246,350,0.703,2841.14
Singapore Airlines,DXB,BOM,1900,10,Mon,16,9.08,False,0,0,166,350,0.475,1876.81
Qatar Airways,DXB,BOM,1900,1,Fri,13,4.36,True,0,0,306,350,0.876,2545.12
British Airways,DXB,BKK,4900,8,Tue,4,3.9,False,1,23,242,350,0.692,2721.15
British Airways,DXB,LHR,5500,10,Tue,5,6.26,False,0,0,225,350,0.646,2720.6
Singapore Airlines,DXB,SYD,12000,6,Sat,16,5.14,True,0,0,350,350,1.0,4752.0
Emirates,DXB,LHR,5500,6,Sat,19,6.25,True,0,0,268,350,0.767,2975.25
Qatar Airways,DXB,BKK,4900,7,Wed,19,5.05,True,0,0,287,350,0.822,2985.35
Singapore Airlines,DXB,SIN,5900,2,Mon,21,3.33,False,1,18,280,350,0.802,3119.55
Qatar Airways,DXB,FRA,4800,6,Fri,0,7.06,True,0,0,272,350,0.778,2878.62
Emirates,DXB,LHR,5500,4,Sun,18,5.59,False,0,0,283,350,0.811,3067.68
Emirates,DXB,JFK,11000,12,Tue,9,1.96,True,0,0,311,350,0.89,4250.93
Qatar Airways,DXB,LHR,5500,12,Wed,20,5.07,True,0,0,232,350,0.665,2761.7
Qatar Airways,DXB,NRT,7900,12,Mon,7,4.48,True,0,0,301,350,0.861,3608.03
Emirates,DXB,NRT,7900,2,Sun,18,5.83,False,0,0,261,350,0.748,3338.46
British Airways,DXB,BOM,1900,2,Sat,15,8.15,False,0,0,266,350,0.762,2355.42
Etihad,DXB,JFK,11000,6,Wed,2,3.3,True,0,0,275,350,0.788,3969.44
Singapore Airlines,DXB,BKK,4900,2,Thu,12,6.07,False,0,0,207,350,0.592,2518.12
British Airways,DXB,NRT,7900,10,Sat,15,7.01,False,0,0,326,350,0.931,3776.5
Emirates,DXB,SIN,5900,10,Sun,10,8.9,False,0,0,289,350,0.827,3172.36
Qatar Airways,DXB,LHR,5500,9,Thu,7,4.87,False,0,0,204,350,0.583,2589.41
British Airways,DXB,JFK,11000,5,Mon,13,4.83,False,0,0,207,350,0.594,3432.27
Emirates,DXB,BOM,1900,6,Sun,8,5.6,True,0,0,350,350,1.0,2752.2
Turkish Airlines,DXB,SIN,5900,6,Sun,4,6.86,True,0,0,285,350,0.816,3149.15
Turkish Airlines,DXB,LHR,5500,10,Sun,10,3.59,False,0,0,197,350,0.563,2547.52
Etihad,DXB,CDG,5200,10,Wed,13,7.87,False,1,49,228,350,0.652,2686.3
Qatar Airways,DXB,LHR,5500,9,Sat,5,8.16,False,0,0,320,350,0.917,3290.77
Singapore Airlines,DXB,BOM,1900,2,Fri,22,6.3,False,0,0,230,350,0.66,2184.41
Emirates,DXB,JNB,6400,2,Fri,11,5.9,False,0,0,331,350,0.947,3526.62
British Airways,DXB,NRT,7900,12,Tue,7,6.54,True,0,0,326,350,0.933,3780.45
Singapore Airlines,DXB,SYD,12000,3,Sun,17,10.0,False,0,0,268,350,0.768,4083.76
Emirates,DXB,FRA,4800,2,Sun,13,2.48,False,0,0,175,350,0.502,2321.52
Singapore Airlines,DXB,FRA,4800,1,Thu,17,7.78,True,0,0,233,350,0.666,2653.14
Emirates,DXB,SIN,5900,11,Wed,10,6.16,False,0,0,170,350,0.486,2440.39
Etihad,DXB,NRT,7900,8,Tue,0,3.61,False,0,0,209,350,0.598,2981.24
British Airways,DXB,FRA,4800,6,Tue,21,4.89,True,0,0,206,350,0.591,2502.4
Singapore Airlines,DXB,JFK,11000,6,Sun,21,3.57,True,0,0,350,350,1.0,4554.0
Qatar Airways,DXB,FRA,4800,1,Sat,13,5.45,True,0,0,350,350,1.0,3326.4
Singapore Airlines,DXB,SIN,5900,5,Thu,13,3.47,False,0,0,201,350,0.577,2635.69
Emirates,DXB,CDG,5200,11,Tue,6,7.66,False,0,0,207,350,0.593,2566.21
Etihad,DXB,JNB,6400,3,Sat,16,8.84,False,0,0,211,350,0.605,2771.11
Singapore Airlines,DXB,BOM,1900,3,Sun,4,7.45,False,0,0,300,350,0.86,2518.08
British Airways,DXB,LHR,5500,3,Mon,4,7.13,False,1,16,313,350,0.897,3247.89
Qatar Airways,DXB,NRT,7900,5,Wed,22,4.17,False,0,0,291,350,0.833,3541.21
Turkish Airlines,DXB,BOM,1900,11,Sun,1,8.09,False,0,0,267,350,0.766,2361.34
Singapore Airlines,DXB,SIN,5900,10,Mon,11,5.23,False,0,0,201,350,0.577,2634.56
Emirates,DXB,FRA,4800,7,Sun,1,4.94,True,0,0,316,350,0.903,3130.82
Emirates,DXB,SYD,12000,5,Tue,16,3.6,False,0,0,193,350,0.554,3467.12
Emirates,DXB,LHR,5500,10,Wed,6,5.36,False,0,0,228,350,0.654,2738.35
British Airways,DXB,FRA,4800,3,Tue,8,7.0,False,1,126,240,350,0.687,2694.85
Turkish Airlines,DXB,FRA,4800,5,Mon,3,5.19,False,0,0,226,350,0.646,2612.16
Emirates,DXB,BKK,4900,5,Thu,19,7.83,False,0,0,270,350,0.774,2888.23
Qatar Airways,DXB,BKK,4900,6,Wed,11,2.32,True,0,0,328,350,0.939,3221.89
Etihad,DXB,NRT,7900,3,Sat,18,6.61,False,0,0,300,350,0.858,3600.41
Qatar Airways,DXB,NRT,7900,8,Tue,21,8.45,False,0,0,235,350,0.672,3156.35
Emirates,DXB,JFK,11000,8,Thu,17,1.88,False,0,0,258,350,0.737,3828.92
Etihad,DXB,FRA,4800,5,Fri,4,7.71,False,0,0,328,350,0.937,3200.06
Etihad,DXB,SYD,12000,4,Sat,23,6.47,False,0,0,304,350,0.87,4378.84
Singapore Airlines,DXB,SIN,5900,11,Sun,14,6.19,False,0,0,288,350,0.825,3167.24
Emirates,DXB,NRT,7900,10,Wed,20,5.77,False,0,0,181,350,0.518,2789.55
Emirates,DXB,LHR,5500,6,Tue,16,7.38,True,0,0,244,350,0.698,2831.7
Emirates,DXB,BKK,4900,1,Tue,10,5.72,True,0,0,275,350,0.788,2915.93
Emirates,DXB,CDG,5200,10,Mon,21,7.23,False,1,128,155,350,0.444,2257.2
Etihad,DXB,JNB,6400,9,Wed,6,7.55,False,0,0,183,350,0.525,2595.39
Turkish Airlines,DXB,BOM,1900,8,Mon,8,3.41,False,0,0,230,350,0.659,2184.16
Qatar Airways,DXB,CDG,5200,10,Sat,10,7.03,False,0,0,293,350,0.837,3069.51
Turkish Airlines,DXB,NRT,7900,6,Sun,16,5.81,True,1,30,260,350,0.743,3326.38
Singapore Airlines,DXB,CDG,5200,10,Tue,4,7.12,False,0,0,166,350,0.475,2321.57
Turkish Airlines,DXB,SYD,12000,9,Sat,4,4.04,False,0,0,273,350,0.78,4119.51
Qatar Airways,DXB,BOM,1900,9,Fri,21,5.67,False,0,0,350,350,1.0,2752.2
Emirates,DXB,NRT,7900,1,Sat,0,5.86,True,0,0,350,350,1.0,3940.2
Emirates,DXB,FRA,4800,8,Thu,10,4.42,False,0,0,293,350,0.839,3001.52
Etihad,DXB,CDG,5200,4,Thu,19,6.88,False,0,0,315,350,0.901,3201.26
Singapore Airlines,DXB,SYD,12000,2,Sat,0,4.66,False,0,0,290,350,0.829,4260.58
Singapore Airlines,DXB,JNB,6400,8,Wed,20,7.11,False,0,0,246,350,0.705,2991.59
Turkish Airlines,DXB,JNB,6400,5,Fri,4,5.82,False,0,0,259,350,0.741,3070.57
Emirates,DXB,BKK,4900,7,Thu,6,5.82,True,0,0,343,350,0.98,3306.61
British Airways,DXB,BKK,4900,5,Mon,5,6.0,False,0,0,305,350,0.873,3087.78
Qatar Airways,DXB,BOM,1900,2,Sun,20,4.16,False,1,36,253,350,0.724,2291.65
Emirates,DXB,LHR,5500,9,Mon,19,6.57,False,0,0,193,350,0.552,2524.62
Singapore Airlines,DXB,CDG,5200,10,Tue,7,7.85,False,0,0,228,350,0.652,2687.45
Turkish Airlines,DXB,NRT,7900,4,Mon,2,7.54,False,0,0,252,350,0.721,3273.37
Emirates,DXB,SIN,5900,3,Fri,17,6.38,False,0,0,246,350,0.705,2911.56
Turkish Airlines,DXB,LHR,5500,2,Tue,11,6.22,False,0,0,250,350,0.715,2865.85
Emirates,DXB,NRT,7900,7,Fri,0,5.56,True,0,0,236,350,0.675,3163.27
British Airways,DXB,SIN,5900,1,Sun,5,7.74,True,1,18,290,350,0.83,3178.13
Turkish Airlines,DXB,SIN,5900,9,Fri,8,4.15,False,0,0,215,350,0.616,2719.29
Emirates,DXB,BKK,4900,4,Mon,22,9.12,False,1,33,204,350,0.585,2504.12
Emirates,DXB,FRA,4800,8,Mon,0,4.02,False,1,38,297,350,0.849,3022.75
Etihad,DXB,SIN,5900,1,Fri,21,4.94,True,0,0,311,350,0.891,3309.3
Singapore Airlines,DXB,CDG,5200,9,Mon,21,4.64,False,0,0,221,350,0.632,2646.57
Emirates,DXB,SIN,5900,9,Sun,18,5.68,False,0,0,251,350,0.718,2938.69
Singapore Airlines,DXB,NRT,7900,6,Tue,0,5.76,True,0,0,296,350,0.848,3577.78
Turkish Airlines,DXB,BOM,1900,8,Thu,20,5.31,False,0,0,214,350,0.614,2107.98
Emirates,DXB,LHR,5500,6,Sat,9,3.43,True,0,0,347,350,0.993,3449.27
Turkish Airlines,DXB,FRA,4800,3,Sun,5,5.87,False,0,0,215,350,0.617,2554.5
British Airways,DXB,FRA,4800,9,Sun,2,6.78,False,0,0,226,350,0.647,2615.36
Qatar Airways,DXB,FRA,4800,11,Sat,7,9.06,False,0,0,277,350,0.793,2908.93
Emirates,DXB,JNB,6400,5,Fri,13,6.19,False,1,24,247,350,0.707,2996.05
Etihad,DXB,CDG,5200,10,Mon,10,6.8,False,0,0,206,350,0.589,2557.2
Emirates,DXB,LHR,5500,10,Fri,18,7.35,False,0,0,280,350,0.802,3048.7
Turkish Airlines,DXB,SYD,12000,11,Sat,5,6.95,False,0,0,257,350,0.736,3990.88
Emirates,DXB,FRA,4800,3,Fri,0,6.89,False,1,19,248,350,0.71,2742.6
Emirates,DXB,BKK,4900,6,Sat,21,5.31,True,0,0,307,350,0.879,3101.06
Turkish Airlines,DXB,BOM,1900,11,Mon,6,8.54,False,0,0,213,350,0.611,2103.67
Emirates,DXB,SIN,5900,8,Wed,3,2.47,False,0,0,217,350,0.621,2730.25
Singapore Airlines,DXB,SIN,5900,6,Fri,16,2.77,True,0,0,299,350,0.857,3237.27
Etihad,DXB,CDG,5200,4,Thu,4,6.13,False,0,0,217,350,0.623,2627.0
Singapore Airlines,DXB,BOM,1900,11,Sun,22,5.81,False,0,0,272,350,0.778,2382.47
Emirates,DXB,NRT,7900,6,Sun,5,3.1,True,1,40,350,350,1.0,3940.2
Etihad,DXB,SYD,12000,2,Wed,15,6.05,False,0,0,163,350,0.467,3216.41
British Airways,DXB,JFK,11000,9,Sat,15,4.52,False,1,62,241,350,0.69,3698.49
Turkish Airlines,DXB,BOM,1900,11,Tue,23,6.5,False,0,0,279,350,0.798,2415.13
Singapore Airlines,DXB,JNB,6400,1,Sun,10,5.39,True,0,0,324,350,0.928,3483.3
Emirates,DXB,FRA,4800,10,Thu,22,7.44,False,0,0,263,350,0.753,2827.83
Emirates,DXB,CDG,5200,3,Thu,3,6.37,False,0,0,199,350,0.569,2515.57
Turkish Airlines,DXB,SYD,12000,9,Thu,1,7.15,False,1,18,242,350,0.694,3871.18
Emirates,DXB,BOM,1900,7,Fri,5,4.44,True,0,0,323,350,0.925,2627.75
Singapore Airlines,DXB,FRA,4800,12,Thu,0,6.27,True,0,0,306,350,0.874,3073.05
Singapore Airlines,DXB,NRT,7900,12,Tue,20,5.85,True,1,72,306,350,0.877,3645.68
Emirates,DXB,JNB,6400,7,Thu,18,3.57,True,0,0,273,350,0.78,3158.39
Emirates,DXB,JNB,6400,2,Wed,23,4.9,False,0,0,214,350,0.611,2785.39
Emirates,DXB,SYD,12000,10,Fri,4,6.15,False,0,0,265,350,0.759,4058.5
Emirates,DXB,LHR,5500,11,Sun,7,5.01,False,0,0,206,350,0.589,2601.39
Emirates,DXB,JNB,6400,3,Thu,23,6.34,False,0,0,246,350,0.704,2989.67
Emirates,DXB,SIN,5900,5,Mon,9,4.68,False,1,120,244,350,0.697,2893.86
Turkish Airlines,DXB,SIN,5900,6,Mon,22,3.77,True,1,31,223,350,0.638,2765.79
Singapore Airlines,DXB,JFK,11000,10,Mon,11,5.47,False,0,0,190,350,0.545,3297.94
